sat_building_footprint,sat_tin_roof_area,svy_total_assets,svy_annual_expenditure,svy_housing_assets,svy_non_housing_assets,sat_night_light
165.07903492079998,28.061168367375004,1106.4886,834.19354,172.08002,934.4086,0.2316666692495346
79.25154217695001,48.18584467125,964.53925,948.8172,107.55001,856.98926,0.25
510.37312891207506,424.99915000042506,273.16455,558.70966,215.10002,58.064518,0.2291666716337204
674.4884469394501,330.72496213185,2449.6704,2848.172,967.9501,1481.7205,0.1850000023841858
78.4578929706,0.0,1628.0957,2938.0645,645.30005,982.7957,0.20416666567325592
94.387566326625,58.333216666724994,484.97864,2608.3872,150.57002,334.4086,0.20416666567325592
170.067687075,45.181315532925,607.6194,1893.3334,430.20004,177.41936,0.23000000417232513
110.033793537525,69.44430555562501,709.7468,2057.2043,322.65002,387.09677,0.2291666716337204
137.98158344685,63.832071882150004,1053.856,2071.828,430.20004,623.6559,0.46000000834465027
152.94753990945003,90.2492526078,589.27045,1932.1577,107.55001,481.72043,0.3841666579246521
226.41678072584997,139.6822603176,2353.9211,3519.928,733.4911,1620.43,0.6833333373069763
171.258160884525,88.038372675825,1409.8624,3879.3547,860.4001,549.46234,0.3841666579246521
182.31256054440001,132.6527959185,324.96936,1138.0646,107.55001,217.41936,0.46000000834465027
136.39428503415002,136.39428503415002,588.2183,2676.9893,215.10002,373.1183,0.6833333373069763
37.07475578235,37.07475578235,1435.5001,1810.7527,1075.5001,360.0,0.24583333730697632
57.369499773300014,35.20401122452501,319.37796,1173.3334,107.55001,211.82796,0.18666666746139526
41.0430018141,0.0,434.45486,1173.3334,215.10002,219.35484,0.2475000023841858
64.8524780046,55.045241383275,1747.5432,5100.215,1075.5001,672.043,0.2633333206176758
177.43728684824998,157.5960566895,1610.554,1135.914,1075.5001,535.0538,0.26750001311302185
96.881892403725,96.881892403725,165.49866,1396.9893,322.65002,-39.344086,0.2475000023841858
70.691468594175,70.691468594175,542.67316,3430.9678,430.20004,112.47312,0.22083333134651184
88.038372675825,60.940921201875,2413.2734,3343.8708,1720.8002,692.47314,0.2475000023841858
88.718643424125,50.283346145175,1624.8931,6525.8066,752.8501,872.043,0.2666666805744171
33.106509750600004,33.106509750600004,745.1798,5380.645,86.04001,659.1398,0.25833332538604736
92.2900648527,92.2900648527,1590.6001,4600.43,1290.6001,300.0,0.28083333373069763
63.095111904825,47.448884693925,176.37184,2122.5806,129.06001,47.31183,0.20083333551883698
466.83580102087495,331.7453682543,2232.582,3203.8708,1505.7002,726.8817,0.22750000655651093
18.25393174605,0.0,2259.1953,5288.8174,258.12003,2001.0753,0.25833332538604736
27.550965306149998,27.550965306149998,540.95276,265.30756,430.20004,110.752686,0.2016666680574417
426.5864484131251,347.27821700715003,2049.9155,5796.9893,107.55001,1942.3656,0.24166667461395264
67.91369637195001,0.0,3161.5215,2433.1182,1075.5001,2086.0215,0.19750000536441803
46.768613945625,0.0,4757.9146,700.64514,4302.0005,455.91397,0.22333332896232605
61.79125963725,45.634829365125,4113.2734,4797.4194,1720.8002,2392.4731,0.22333332896232605
37.244823469425,0.0,181.53777,346.23657,150.57002,30.967741,0.19750000536441803
211.05399966007502,177.09715147409997,1795.9302,2629.6775,1075.5001,720.4301,0.1850000023841858
107.59615668945,62.868354988725,632.3043,740.8602,215.10002,417.2043,0.22333332896232605
243.820374036525,106.405682879925,1008.6299,1892.043,129.06001,879.5699,0.2549999952316284
15.816294897974998,15.816294897974998,1644.1415,2187.957,258.12003,1386.0215,0.25999999046325684
327.15354070327504,124.94306077110001,1049.6937,2516.1292,1075.5001,-25.806452,0.2408333420753479
1287.1856342416502,633.615512812425,622.65466,6174.1074,344.16003,278.49463,0.27666667103767395
182.42593900245,67.290114852675,1971.0046,3263.2258,172.08002,1798.9247,0.2549999952316284
33.5600235828,33.5600235828,1008.7409,3795.3765,645.30005,363.44086,0.2408333420753479
265.58903798212503,220.6344793653,492.51935,864.9462,215.10002,277.41934,0.2708333432674408
54.421659864000006,0.0,1280.8302,3033.5483,860.4001,420.4301,0.2708333432674408
131.008808276775,64.569031859475,361.31345,1698.7097,107.55001,253.76344,0.28083333373069763
371.76796394595,251.530109183925,6881.268,3240.0,860.4001,4642.559,0.23666666448116302
26.927383786874998,17.630350226775,204.3242,1713.1183,107.55001,96.77419,0.23666666448116302
146.2582108845,146.2582108845,1142.028,2106.2366,430.20004,711.82794,0.1875
445.46396167845006,233.44624512495,1064.5508,3156.559,161.32501,903.2258,0.27666667103767395
169.103970181575,29.478399093,1477.8195,2075.699,860.4001,617.4194,0.28166666626930237
496.6543354880251,54.478349093025,509.7237,1962.7957,215.10002,294.62366,0.2608333230018616
98.07236621325,64.22889648532501,1199.156,1168.172,1075.5001,123.655914,0.2608333230018616
119.72765170080001,39.79583877555001,401.98013,2003.4409,107.55001,294.4301,0.29750001430511475
197.27851700700003,172.22187777795003,660.24744,863.2258,150.57002,509.67743,0.27166667580604553
158.72984127,116.77981179150001,1394.7393,3644.7312,537.75006,856.98926,0.25999999046325684
54.08152448985,54.08152448985,899.0635,1181.5054,645.30005,253.76344,0.22749999165534973
30.555494444475002,30.555494444475002,720.56885,647.82794,645.30005,75.268814,0.23666666448116302
187.584658843725,58.7300412699,5238.8486,4529.032,645.30005,4593.5483,0.25999999046325684
411.28035657637497,121.54170702960002,1177.5581,1833.1183,645.30005,532.25806,0.2433333396911621
242.8566571431,228.287525283675,5389.097,5941.72,4302.0005,1087.0968,0.23666666448116302
57.426189002325,57.426189002325,881.8592,1949.2473,645.30005,236.55914,0.24166665971279144
86.45107426312501,86.45107426312501,3264.9788,1449.0322,2151.0002,1113.9785,0.24166665971279144
117.97028560102501,117.97028560102501,460.2613,832.043,215.10002,245.16129,0.28166666626930237
59.353622789175006,59.353622789175006,834.4549,4254.1934,215.10002,619.35486,0.3033333420753479
47.165438548800005,34.750497392325,668.95593,369.03226,645.30005,23.655914,0.2608333230018616
52.49422607715,52.49422607715,737.68066,670.9677,215.10002,522.5806,0.5216666460037231
121.54170702960002,46.655235487575005,207.54399,1299.7849,79.587006,127.956985,0.7008333206176758
79.421609864025,51.530509183725,781.7898,2684.301,322.65002,459.13977,0.31583333015441895
298.86561541979995,63.60531496605,1369.985,747.957,430.20004,939.785,0.5216666460037231
429.987802154625,68.310520975125,1317.2598,9418.494,258.12003,1059.1398,0.31583333015441895
100.736759977425,45.69151859415,1317.2737,2776.559,322.65002,994.62366,0.5216666460037231
31.575900566925,0.0,2916.2678,1805.8064,645.30005,2270.9678,0.22333332896232605
55.782201360600006,55.782201360600006,2658.527,1573.7634,2151.0002,507.5269,0.2083333283662796
427.4367868485,99.88642154205,3731.5066,2290.5376,1505.7002,2225.8064,0.22333332896232605
160.82734274392502,14.002239569175,1417.3894,8736.258,860.4001,556.98926,0.2433333396911621
135.03374353755,74.773093083975,2417.3662,4421.9355,752.8501,1664.5161,0.20916666090488434
82.76627437650001,0.0,501.55164,1853.7634,215.10002,286.4516,0.23333333432674408
25.566842290275,25.566842290275,295.735,3369.4624,167.77802,127.956985,0.2241666615009308
92.573510997825,64.6257210885,1963.626,1724.301,860.4001,1103.2258,0.22833333909511566
202.26716916120003,77.55086530620002,370.99088,2536.9893,107.55001,263.44086,0.2199999988079071
206.91568594125,180.441815986575,1309.6243,1277.4193,752.8501,556.7742,0.2708333432674408
65.47605952387501,0.0,810.8221,2293.3333,322.65002,488.17206,0.2175000011920929
75.793499206425,52.437536848125,672.0615,1506.2366,86.04001,586.0215,0.20916666090488434
128.91130680285,42.913746371925,252.7113,1379.7849,107.55001,145.16129,0.28166666626930237
175.0563392292,119.67096247177501,430.13525,1496.7742,129.06001,301.07526,0.19333332777023315
178.28762528362503,178.28762528362503,3774.7485,7135.914,2581.2002,1193.5483,0.18333333730697632
137.07455578245,79.761745238175,1391.6823,984.086,322.65002,1069.0322,0.2133333384990692
75.62343151935,55.668822902550005,1965.684,2613.3333,430.20004,1535.4839,0.19333332777023315
748.5245800461001,478.74053911612503,3170.2627,5406.4517,1720.8002,1449.4624,0.18666666746139526
263.321468821125,199.71615385507502,1368.8496,4142.796,150.57002,1218.2795,0.18333333730697632
132.53941746045,97.67554161007502,1328.0726,2759.3547,537.75006,790.3226,0.2150000035762787
327.15354070327504,124.9430607711,1636.6979,1948.3871,645.30005,991.3978,0.2841666638851166
30.1586698413,0.0,584.9879,1874.4086,193.59003,391.39786,0.22166666388511658
56.972675170125,56.972675170125,1678.8185,1049.0322,1505.7002,173.11829,0.23416666686534882
54.30828140595,54.30828140595,235.51627,1984.5161,150.57002,84.946236,0.26249998807907104
133.389755895825,133.389755895825,1113.0652,2153.5483,752.8501,360.21506,0.3058333396911621
209.75014739250003,183.95654818612502,2868.6184,1298.9247,1075.5001,1793.1183,0.2641666829586029
1250.90452766565,721.20037165605,487.5685,1961.6344,193.59003,293.9785,0.24916666746139526
109.63696893435,109.63696893435,1230.2926,2886.6667,860.4001,369.8925,0.2549999952316284
160.20376122465,160.20376122465,1639.9932,3658.9248,967.9501,672.043,0.31333333253860474
61.337745805050005,61.337745805050005,6881.268,5597.8496,1075.5001,4642.559,0.26249998807907104
455.15781984172503,347.27821700715003,1875.5001,4799.57,1075.5001,800.0,0.26249998807907104
373.865465419875,191.77966179157505,5371.6616,1781.0753,3226.5002,2145.1614,0.23333333432674408
54.251592176925,0.0,1504.3242,3108.172,107.55001,1396.7742,0.23416666686534882
1377.3215083914001,940.9261226800786,2650.8613,2362.1506,1505.7002,1145.1613,0.46916666626930237
953.1160075973252,580.5543944450251,1224.8699,1212.4731,645.30005,579.5699,0.31333333253860474
294.047030952675,200.849938435575,559.2323,7480.0,430.20004,129.03226,0.31333333253860474
1484.4873938325431,940.9261226800786,617.25055,2111.2258,215.10002,402.15054,0.27166667580604553
67.1200471656,67.1200471656,563.4871,5042.1504,215.10002,348.3871,0.31333333253860474
289.625271088725,222.84535929727502,1000.1758,781.9355,817.38007,182.7957,0.3333333432674408
566.6655333338999,399.375618481125,675.31506,2820.215,215.10002,460.21506,0.4191666543483734
999.43110771075,717.4021933113751,1651.8442,3136.9893,1075.5001,576.3441,0.4191666543483734
36.111038888925,0.0,267.77432,471.39786,150.57002,117.2043,0.289166659116745
157.14254285730001,92.40344331074999,1528.0264,4546.0215,322.65002,1205.3763,0.2958333492279053
227.834011451475,212.074405782525,3171.0002,5765.5913,150.57002,3020.4302,0.28999999165534973
160.940721201975,41.9500294785,448.971,729.72046,215.10002,233.87097,0.22166666388511658
312.074205782625,122.67549161010001,1075.3613,3635.2688,430.20004,645.1613,0.28999999165534973
151.98382301602499,80.61208367354999,834.54736,1524.086,645.30005,189.24731,0.23250000178813934
109.63696893435,100.33993537425,865.6839,2615.0537,430.20004,435.48386,0.23916666209697723
73.52593004542501,73.52593004542501,2513.1345,3747.0251,1075.5001,1437.6344,0.23916666209697723
253.23078605467504,253.23078605467504,2419.3872,6079.1396,150.57002,2268.8171,0.2358333319425583
247.50517392315004,145.91807551035,820.5597,458.0645,602.2801,218.27957,0.23250000178813934
630.8377405901999,395.974264739625,587.1893,1572.6882,430.20004,156.98924,0.2358333319425583
37.131445011375,37.131445011375,615.1463,265.30756,430.20004,184.94624,0.23999999463558197
163.32166882102499,116.77981179150001,5088.8657,4700.516,3226.5002,1862.3656,0.25833332538604736
118.48048866225001,78.9114068028,591.45337,1000.64514,258.12003,333.33334,0.2383333295583725
125.85008843550001,90.305941836825,524.8237,1109.6774,430.20004,94.62366,0.23999999463558197
64.002139569225,0.0,247.33034,1087.5269,86.04001,161.29033,0.25833332538604736
310.71366428602494,219.103870181625,6881.268,1441.0753,1204.5602,4642.559,0.23999999463558197
310.54359659895,218.70704557845,1146.2828,4124.645,215.10002,931.1828,0.23999999463558197
215.64582721109997,189.45540340154997,1635.7151,4476.559,1075.5001,560.215,0.6391666531562805
43.934152494375,43.934152494375,351.01398,5193.9785,215.10002,135.91397,0.4424999952316284
23.752786961475,0.0,1486.054,1866.2366,150.57002,1335.4839,0.4424999952316284
98.35581235837499,98.35581235837499,300.0185,2601.9355,86.04001,213.9785,0.4424999952316284
1484.4873938325431,825.395174604,204.98325,1481.7205,172.08002,32.903225,0.4424999952316284
71.37173934247501,0.0,6881.268,3400.0,3226.5002,4642.559,0.3008333444595337
448.1283554426249,238.32151882110003,1268.9559,1456.9893,645.30005,623.6559,0.3083333373069763
72.22207777785,72.22207777785,594.26294,265.30756,322.65002,271.6129,0.2983333468437195
211.1106888891,70.63477936515,1838.971,2072.4731,215.10002,1623.871,0.375
111.3376458051,111.3376458051,1236.7441,1426.0215,860.4001,376.3441,0.2199999988079071
375.11262845842504,126.98387301600002,2814.1636,1883.6559,860.4001,1953.7634,0.23999999463558197
38.0951619048,38.0951619048,1008.8103,1518.0646,967.9501,40.860214,0.2108333259820938
342.96983560125,281.8588467123,3949.6938,1875.0537,1075.5001,2874.1936,0.2175000011920929
548.2415339007749,477.946889909775,2024.026,6998.7095,1720.8002,303.2258,0.24916666746139526
92.63020022685001,77.72093299327501,3947.4968,2613.7634,860.4001,3087.0967,0.21000000834465027
107.539467460425,93.593917120275,1910.984,3224.516,1075.5001,835.4839,0.2800000011920929
50.736859977375005,50.736859977375005,853.257,950.0359,645.30005,207.95699,0.2916666567325592
105.271898299425,105.271898299425,1300.0693,3699.3547,322.65002,977.4194,0.17666666209697723
27.267519161025,27.267519161025,1375.4076,1653.7634,645.30005,730.10754,0.17666666209697723
112.24467346950001,112.24467346950001,338.73282,979.785,107.55001,231.1828,0.20916666090488434
110.4306181407,0.0,1207.7582,5023.2256,1075.5001,132.25807,0.20250000059604645
152.72078299335,97.56216315202501,747.3812,1930.3656,322.65002,424.73117,0.17666666209697723
114.00203956927501,43.934152494375,471.00012,900.086,150.57002,320.4301,0.2133333384990692
317.91319637219993,317.91319637219993,1185.1682,1812.9032,1032.4801,152.68817,0.20916667580604553
71.371739342475,0.0,3009.0647,4987.957,2151.0002,858.0645,0.2433333396911621
194.89756938795003,113.54852573707501,314.02475,2191.398,215.10002,98.92473,0.23749999701976776
356.972075170425,301.983523016175,298.9386,3694.6235,75.28501,234.4086,0.17916667461395264
23.46934081635,0.0,920.4764,2963.8708,215.10002,705.37634,0.23749999701976776
275.79309920662496,209.126565873225,165.49866,3687.3118,322.65002,-39.344086,0.2708333432674408
343.139903288325,130.328537528475,1090.466,1937.6344,666.81006,423.6559,0.17916667461395264
314.28508571460003,32.029414399125,3157.128,2664.9463,645.30005,2511.828,0.1733333319425583
95.861486281275,69.8411301588,1811.0765,3932.9033,1505.7002,305.37634,0.17916665971279144
34.2402943311,0.0,1255.0237,3621.9355,860.4001,394.62366,0.17916665971279144
235.99726043107503,170.46451167817503,587.1939,3530.7527,451.71005,135.48387,0.17916665971279144
67.68693945585001,0.0,982.8882,2086.0215,430.20004,552.6882,0.14416666328907013
186.6209419503,22.56231315195,979.7086,822.7957,645.30005,334.4086,0.14416666328907013
46.4851678005,46.4851678005,5098.312,6649.57,2151.0002,2947.3118,0.17916665971279144
21.938731632674997,0.0,320.47638,500.0,215.10002,105.37634,0.1808333396911621
430.49800521585007,254.30788140615002,6881.268,6942.6235,1075.5001,4642.559,0.2541666626930237
295.18081553317506,295.18081553317506,1883.9172,2973.7634,215.10002,1668.8173,0.5483333468437195
181.17877596390002,181.17877596390002,569.985,918.70966,430.20004,139.78494,1.3041666746139526
231.68887902517503,165.13572414982502,2833.4722,8172.186,645.30005,2188.172,1.3041666746139526
1235.655125057925,483.38905589617497,6881.268,2998.7097,1720.8002,4642.559,1.3041666746139526
139.738949546625,67.17673639462501,165.49866,3097.7063,1290.6001,-39.344086,1.3041666746139526
167.289914852775,167.289914852775,3671.1064,3564.301,645.30005,3025.8064,0.21916666626930237
83.21978820870001,51.473819954700005,1621.5516,961.29034,215.10002,1406.4517,0.2016666680574417
200.4531138324,135.1471219956,256.05273,2228.3872,645.30005,-39.344086,0.20749999582767487
32.142792857175,32.142792857175,2795.944,3124.301,1140.0302,1655.914,0.24666665494441986
175.56654229042502,64.00213956922501,184.974,1637.8495,129.06001,55.91398,0.2224999964237213
139.22874648540002,67.46018253975001,974.1389,3503.7993,745.96686,228.17204,0.22166666388511658
157.93619206365,77.834311451325,466.6898,1753.6774,107.55001,359.13977,0.2316666692495346
260.827142744025,139.39881417247503,6505.839,1893.8207,2151.0002,4354.839,0.2408333271741867
91.326347959275,91.326347959275,2238.9873,5051.1826,1290.6001,948.3871,0.18833333253860474
100.9068276645,100.9068276645,4301.214,986.8817,645.30005,3655.914,0.2150000035762787
34.013537415,34.013537415,923.057,1104.5161,215.10002,707.957,0.19583334028720856
594.103120182,594.103120182,3894.716,964.7312,430.20004,3464.516,0.18583333492279053
681.347843651475,359.29633356045,6881.268,3814.5952,4302.0005,3887.0967,0.22583332657814026
390.645477211275,42.686989455825,2383.0269,5457.6343,1075.5001,1307.5269,0.29500001668930054
53.911456802775,0.0,659.18604,1704.43,215.10002,444.08603,0.18833333253860474
346.314500113725,48.072466213199995,1040.9296,2389.6775,322.65002,718.27954,0.18833333253860474
1024.317679252725,643.42274943375,1494.9011,2421.0752,1290.6001,204.30107,0.16499999165534973
386.62054195050007,191.32614795937502,2712.931,3194.8386,129.06001,2583.8708,0.19833333790302277
357.08545362847497,262.867954988925,752.8269,7017.9214,645.30005,107.52688,0.14916667342185974
89.852428004625,77.947689909375,1374.6399,2114.552,1075.5001,299.13977,0.148333340883255
305.32818752865006,45.861586281225,825.8527,2692.9033,215.10002,610.7527,0.16499999165534973
116.32629795929999,56.519161337925006,1032.3274,2594.9104,322.65002,709.6774,0.1783333271741867
118.5938671203,118.5938671203,761.35974,1520.6451,322.65002,438.7097,0.148333340883255
133.89995895705,0.0,2017.6206,4383.2256,1935.9001,81.72043,0.2566666603088379
142.346654081775,88.435197279,2071.338,7832.43,1720.8002,350.53763,0.2566666603088379
903.2294860553251,373.46864081670003,3117.3523,3686.0215,688.32007,2429.0322,0.4350000023841858
33.3332666667,0.0,495.09076,3000.4302,172.08002,323.01074,0.21916666626930237
142.46003253982502,114.45555340147502,618.34894,860.3011,322.65002,295.6989,0.2708333432674408
214.795488775725,87.3014126985,721.64417,696.129,645.30005,76.344086,0.2708333432674408
401.24636303895005,236.224017347175,2377.5027,3908.3872,387.18005,1990.3226,0.21916666626930237
236.16732811815,161.2241673471,257.0355,2934.4087,215.10002,41.935482,0.2708333432674408
193.933852494525,160.43051814075,635.5116,4791.828,129.06001,506.4516,0.37833333015441895
160.033693537575,130.441915986525,2531.2983,5302.5806,537.75006,1993.5483,0.43833333253860474
40.646177210925,0.0,999.10974,3456.9177,860.4001,138.70967,0.42666664719581604
161.167478118075,90.36263106585,864.537,3593.692,96.79501,767.74194,0.42666664719581604
136.11083888902502,113.37845805,273.16455,895.0538,215.10002,58.064518,0.4325000047683716
203.34426451267498,166.32619795935,1379.6393,4663.2256,322.65002,1056.9893,0.37833333015441895
111.39433503412499,83.4465451248,1081.8962,3186.6667,817.38007,264.51614,0.2800000011920929
28.287925283474998,28.287925283474998,1070.5839,2938.0645,215.10002,855.4839,0.2524999976158142
154.931662925325,63.32186882092501,509.7237,4140.645,215.10002,294.62366,0.28083333373069763
96.48506780054998,84.52364047627499,2690.4614,1560.43,645.30005,2045.1613,0.2524999976158142
544.1032201819501,258.16274897985005,1284.3357,1400.43,161.32501,1123.0107,0.2591666579246521
322.78847006835,127.15394070307501,973.30334,385.5914,860.4001,112.90323,0.6058333516120911
123.24238390035,59.75044739235,1746.4678,1737.6344,1075.5001,670.9677,0.6058333516120911
88.151751133875,88.151751133875,740.95276,2373.7634,430.20004,310.7527,0.6058333516120911
178.34431451265002,90.419320294875,935.5995,1394.8387,537.75006,397.84946,0.49166667461395264
209.69345816347501,149.716253855025,1564.6086,291.82794,430.20004,1134.4086,0.49166667461395264
43.820774036325005,43.820774036325005,858.22644,976.3441,752.8501,105.37634,0.4449999928474426
321.597996258825,181.348843650975,1055.8376,1611.3978,645.30005,410.53763,0.44583332538604736
290.078784920925,175.90667766457497,640.9065,2040.43,215.10002,425.80646,0.2683333456516266
110.54399659875001,79.081474489875,3395.884,4485.3047,860.4001,2535.484,0.2291666716337204
61.11098888895,0.0,576.6517,1503.5842,430.20004,146.45161,0.2291666716337204
69.784440929775,69.784440929775,666.7992,2643.8708,516.24005,150.55914,0.2224999964237213
158.219638208775,0.0,6881.268,6794.1074,1075.5001,4642.559,0.24166665971279144
532.255171315725,532.255171315725,6881.268,3156.1292,258.12003,4642.559,0.23499999940395355
310.4302181409,146.76841394572503,3106.6135,2482.5806,752.8501,2353.7634,0.24583333730697632
252.43713684832503,70.5214009071,353.23505,1910.3226,75.28501,310.21506,0.24166665971279144
1220.349033221175,818.4790886629501,1677.5581,3471.828,645.30005,1032.258,0.31583333015441895
383.33256666705,135.1471219956,819.38257,4057.2043,129.06001,690.3226,0.24166665971279144
304.591227551325,103.6279106577,2627.113,1951.828,1075.5001,1551.6129,0.2383333295583725
132.70948514752502,76.1903238096,3021.968,9658.185,2151.0002,870.9677,0.4025000035762787
169.33072709767498,121.37163934252501,1594.4364,1706.2366,129.06001,1465.3763,0.2383333295583725
39.9092172336,39.9092172336,911.3447,1071.1827,752.8501,158.49463,0.2941666543483734
52.89105068032501,52.89105068032501,165.49866,1693.9785,75.28501,92.47312,0.2616666555404663
20.464811678025,20.464811678025,1257.1511,566.0215,752.8501,504.3011,0.2616666555404663
116.269608730275,116.269608730275,1476.4829,2715.914,645.30005,831.1828,0.29500001668930054
644.4998447852252,474.5455361682751,3705.9314,974.62366,2581.2002,1124.7312,0.28999999165534973
209.18325510225,209.18325510225,1451.7147,1924.7312,473.22006,978.4946,0.2941666543483734
131.63238979605003,131.63238979605003,1260.0162,1513.7634,1075.5001,184.51613,0.2941666543483734
649.9987000006502,277.66384376445,597.8957,1387.5269,215.10002,382.7957,0.2683333456516266
401.643187642125,381.688579025325,254.86185,1867.957,107.55001,147.31183,0.28333333134651184
113.661904195125,71.711874716625,3159.1562,3226.2366,1075.5001,2083.656,0.28333333134651184
167.97018560107503,91.04290181415001,653.8328,4617.6343,322.65002,331.1828,0.32749998569488525
660.42951814125,189.171957256425,2042.0281,675.2688,430.20004,1611.828,0.3675000071525574
