x,beta,se,outcome,iter,placebo
1,-7.206949569566613,NA,tin_roof_area,51,1
2,-8.078842118251847,NA,tin_roof_area,51,1
3,-6.022461556973685,NA,tin_roof_area,51,1
0,0,0,tin_roof_area,52,1
1,-4.655167499756317,NA,tin_roof_area,52,1
2,-5.630739271407025,NA,tin_roof_area,52,1
3,-7.242982374994098,NA,tin_roof_area,52,1
0,0,0,tin_roof_area,53,1
1,-0.5669812617957987,NA,tin_roof_area,53,1
2,-1.2902731940257073,NA,tin_roof_area,53,1
3,-4.0026286397511255,NA,tin_roof_area,53,1
0,0,0,tin_roof_area,54,1
1,-2.0271642345474743,NA,tin_roof_area,54,1
2,-11.01933499048697,NA,tin_roof_area,54,1
3,1.703219223771739,NA,tin_roof_area,54,1
0,0,0,tin_roof_area,55,1
1,-3.5166180843323764,NA,tin_roof_area,55,1
2,-3.766975847349808,NA,tin_roof_area,55,1
3,-13.96428791035737,NA,tin_roof_area,55,1
0,0,0,tin_roof_area,56,1
1,6.6069158554479985,NA,tin_roof_area,56,1
2,3.253052687203462,NA,tin_roof_area,56,1
3,6.676328118446468,NA,tin_roof_area,56,1
0,0,0,tin_roof_area,57,1
1,-3.0441399259674835,NA,tin_roof_area,57,1
2,-0.0876478251821713,NA,tin_roof_area,57,1
3,3.4050695583876753,NA,tin_roof_area,57,1
0,0,0,tin_roof_area,58,1
1,0.9854712808379406,NA,tin_roof_area,58,1
2,4.089537258359964,NA,tin_roof_area,58,1
3,-14.733789615768975,NA,tin_roof_area,58,1
0,0,0,tin_roof_area,59,1
1,2.4447072900293674,NA,tin_roof_area,59,1
2,9.319793227155788,NA,tin_roof_area,59,1
3,6.500453089680331,NA,tin_roof_area,59,1
0,0,0,tin_roof_area,60,1
1,-1.6102787044428666,NA,tin_roof_area,60,1
2,-9.748240154396074,NA,tin_roof_area,60,1
3,-2.872778562479224,NA,tin_roof_area,60,1
0,0,0,tin_roof_area,61,1
1,4.766095837568248,NA,tin_roof_area,61,1
2,-8.121519105765453,NA,tin_roof_area,61,1
3,4.702296664496787,NA,tin_roof_area,61,1
0,0,0,tin_roof_area,62,1
1,-2.801701172880394,NA,tin_roof_area,62,1
2,-6.019690387104836,NA,tin_roof_area,62,1
3,1.8927449316582858,NA,tin_roof_area,62,1
0,0,0,tin_roof_area,63,1
1,6.295734381206375,NA,tin_roof_area,63,1
2,-0.9551341264280386,NA,tin_roof_area,63,1
3,5.1030535498971314,NA,tin_roof_area,63,1
0,0,0,tin_roof_area,64,1
1,2.088960730198739,NA,tin_roof_area,64,1
2,20.63387225687314,NA,tin_roof_area,64,1
3,-1.7529634424155827,NA,tin_roof_area,64,1
0,0,0,tin_roof_area,65,1
1,2.514115980292977,NA,tin_roof_area,65,1
2,2.7528812762872055,NA,tin_roof_area,65,1
3,-2.7511526365067893,NA,tin_roof_area,65,1
0,0,0,tin_roof_area,66,1
1,7.573297748206894,NA,tin_roof_area,66,1
2,12.976269177845055,NA,tin_roof_area,66,1
3,5.406941170833302,NA,tin_roof_area,66,1
0,0,0,tin_roof_area,67,1
1,-2.3648109450031143,NA,tin_roof_area,67,1
2,-6.326837573162111,NA,tin_roof_area,67,1
3,-3.138443951840269,NA,tin_roof_area,67,1
0,0,0,tin_roof_area,68,1
1,1.6777161161109972,NA,tin_roof_area,68,1
2,-16.792762660504863,NA,tin_roof_area,68,1
3,-15.590197853419667,NA,tin_roof_area,68,1
0,0,0,tin_roof_area,69,1
1,-8.518955158747456,NA,tin_roof_area,69,1
2,-6.651080088656044,NA,tin_roof_area,69,1
3,-15.037093502507147,NA,tin_roof_area,69,1
0,0,0,tin_roof_area,70,1
1,-3.709798013627362,NA,tin_roof_area,70,1
2,6.896196677974648,NA,tin_roof_area,70,1
3,13.84034461365856,NA,tin_roof_area,70,1
0,0,0,tin_roof_area,71,1
1,0.17876070870278532,NA,tin_roof_area,71,1
2,-9.049685850406236,NA,tin_roof_area,71,1
3,-15.018857586485202,NA,tin_roof_area,71,1
0,0,0,tin_roof_area,72,1
1,-0.12165101906568276,NA,tin_roof_area,72,1
2,-4.23047965811187,NA,tin_roof_area,72,1
3,-9.482012925628561,NA,tin_roof_area,72,1
0,0,0,tin_roof_area,73,1
1,11.912142986555393,NA,tin_roof_area,73,1
2,9.11649914342185,NA,tin_roof_area,73,1
3,3.7903870346442976,NA,tin_roof_area,73,1
0,0,0,tin_roof_area,74,1
1,2.220344046280667,NA,tin_roof_area,74,1
2,9.383223695220536,NA,tin_roof_area,74,1
3,-1.1474771512247548,NA,tin_roof_area,74,1
0,0,0,tin_roof_area,75,1
1,-2.21619451899677,NA,tin_roof_area,75,1
2,-1.0078268698496926,NA,tin_roof_area,75,1
3,-10.766317462644137,NA,tin_roof_area,75,1
0,0,0,tin_roof_area,76,1
1,-2.490659743298108,NA,tin_roof_area,76,1
2,0.11718684191522405,NA,tin_roof_area,76,1
3,3.5489468206462655,NA,tin_roof_area,76,1
0,0,0,tin_roof_area,77,1
1,4.191971066407221,NA,tin_roof_area,77,1
2,10.975960920805631,NA,tin_roof_area,77,1
3,-3.327248600463908,NA,tin_roof_area,77,1
0,0,0,tin_roof_area,78,1
1,3.168594594423833,NA,tin_roof_area,78,1
2,-1.7846135450900762,NA,tin_roof_area,78,1
3,-0.6031733043010463,NA,tin_roof_area,78,1
0,0,0,tin_roof_area,79,1
1,4.073124598419126,NA,tin_roof_area,79,1
2,3.10217222228013,NA,tin_roof_area,79,1
3,8.494605867806644,NA,tin_roof_area,79,1
0,0,0,tin_roof_area,80,1
1,7.222361085702359,NA,tin_roof_area,80,1
2,5.012682541203705,NA,tin_roof_area,80,1
3,-7.4235027466899854,NA,tin_roof_area,80,1
0,0,0,tin_roof_area,81,1
1,0.8470609291101823,NA,tin_roof_area,81,1
2,-6.973369062976627,NA,tin_roof_area,81,1
3,-11.786280751503977,NA,tin_roof_area,81,1
0,0,0,tin_roof_area,82,1
1,-1.4241438389762477,NA,tin_roof_area,82,1
2,13.956305469962881,NA,tin_roof_area,82,1
3,17.43547179409402,NA,tin_roof_area,82,1
0,0,0,tin_roof_area,83,1
1,4.733016737609975,NA,tin_roof_area,83,1
2,-8.015351216813162,NA,tin_roof_area,83,1
3,-9.451368524740735,NA,tin_roof_area,83,1
0,0,0,tin_roof_area,84,1
1,-0.2880583390937314,NA,tin_roof_area,84,1
2,-1.7964349636187649,NA,tin_roof_area,84,1
3,0.44914475434445145,NA,tin_roof_area,84,1
0,0,0,tin_roof_area,85,1
1,2.043549250797553,NA,tin_roof_area,85,1
2,-3.3109324957411115,NA,tin_roof_area,85,1
3,-1.860282654629812,NA,tin_roof_area,85,1
0,0,0,tin_roof_area,86,1
1,1.1208654611176536,NA,tin_roof_area,86,1
2,1.60052783276565,NA,tin_roof_area,86,1
3,5.43342440643268,NA,tin_roof_area,86,1
0,0,0,tin_roof_area,87,1
1,-6.713971210105864,NA,tin_roof_area,87,1
2,-13.53266691928129,NA,tin_roof_area,87,1
3,-4.58119875018799,NA,tin_roof_area,87,1
0,0,0,tin_roof_area,88,1
1,2.2402463212214063,NA,tin_roof_area,88,1
2,-3.9844176959890234,NA,tin_roof_area,88,1
3,4.836482586054389,NA,tin_roof_area,88,1
0,0,0,tin_roof_area,89,1
1,0.501917762656319,NA,tin_roof_area,89,1
2,-1.541582968417053,NA,tin_roof_area,89,1
3,-1.5493808664745554,NA,tin_roof_area,89,1
0,0,0,tin_roof_area,90,1
1,4.068425978239459,NA,tin_roof_area,90,1
2,8.383660539666085,NA,tin_roof_area,90,1
3,9.820744088054989,NA,tin_roof_area,90,1
0,0,0,tin_roof_area,91,1
1,2.4811648645760505,NA,tin_roof_area,91,1
2,3.807329117199197,NA,tin_roof_area,91,1
3,2.8339778519913694,NA,tin_roof_area,91,1
0,0,0,tin_roof_area,92,1
1,-1.8779226274690013,NA,tin_roof_area,92,1
2,-1.3184932913811553,NA,tin_roof_area,92,1
3,8.159123176410876,NA,tin_roof_area,92,1
0,0,0,tin_roof_area,93,1
1,-6.943767289097798,NA,tin_roof_area,93,1
2,3.1250468990630846,NA,tin_roof_area,93,1
3,5.904967446420506,NA,tin_roof_area,93,1
0,0,0,tin_roof_area,94,1
1,-1.2792289387983158,NA,tin_roof_area,94,1
2,-3.2214882613649753,NA,tin_roof_area,94,1
3,2.009748601648357,NA,tin_roof_area,94,1
0,0,0,tin_roof_area,95,1
1,2.6977632445215916,NA,tin_roof_area,95,1
2,-5.819078771745779,NA,tin_roof_area,95,1
3,-13.838678844079105,NA,tin_roof_area,95,1
0,0,0,tin_roof_area,96,1
1,2.333539946485922,NA,tin_roof_area,96,1
2,-4.12947595167325,NA,tin_roof_area,96,1
3,-0.29523344870058615,NA,tin_roof_area,96,1
0,0,0,tin_roof_area,97,1
1,-1.1914499834415058,NA,tin_roof_area,97,1
2,0.5642570045094316,NA,tin_roof_area,97,1
3,11.858674856835883,NA,tin_roof_area,97,1
0,0,0,tin_roof_area,98,1
1,-1.5728420816909243,NA,tin_roof_area,98,1
2,-9.164706115727991,NA,tin_roof_area,98,1
3,-13.695580510180271,NA,tin_roof_area,98,1
0,0,0,tin_roof_area,99,1
1,2.7346078492912262,NA,tin_roof_area,99,1
2,-2.435577122909536,NA,tin_roof_area,99,1
3,6.988834781672372,NA,tin_roof_area,99,1
0,0,0,night_light,NA,0
1,0.004001550499996107,0.00826836121115845,night_light,NA,0
2,0.0018839289591626057,0.009760265407751408,night_light,NA,0
3,-0.007051350730705178,0.010681708078369972,night_light,NA,0
NA,-1.1975876243610403e-4,0.00418878291035494,night_light,NA,0
0,0,0,night_light,0,1
1,0.022344361522398513,NA,night_light,0,1
2,0.018007758235085575,NA,night_light,0,1
3,0.029004159752204474,NA,night_light,0,1
0,0,0,night_light,1,1
1,-0.006680619968565033,NA,night_light,1,1
2,-0.008273200775056354,NA,night_light,1,1
3,-0.02042496229253001,NA,night_light,1,1
0,0,0,night_light,2,1
1,0.011456598202737278,NA,night_light,2,1
2,0.01705855083376717,NA,night_light,2,1
3,0.0010493129186656402,NA,night_light,2,1
0,0,0,night_light,3,1
1,0.003929412341337381,NA,night_light,3,1
2,0.008649288514787823,NA,night_light,3,1
3,0.008498239220307242,NA,night_light,3,1
0,0,0,night_light,4,1
1,-0.0033277221018269266,NA,night_light,4,1
2,-0.009880375781535125,NA,night_light,4,1
3,-0.023824894737849215,NA,night_light,4,1
0,0,0,night_light,5,1
1,0.006875758755155142,NA,night_light,5,1
2,0.0127419590258782,NA,night_light,5,1
3,0.014700844493917559,NA,night_light,5,1
0,0,0,night_light,6,1
1,0.01955674305941062,NA,night_light,6,1
2,0.024486813215249925,NA,night_light,6,1
3,0.027990423415562213,NA,night_light,6,1
0,0,0,night_light,7,1
1,7.633209554896238e-4,NA,night_light,7,1
2,-0.004154705184264878,NA,night_light,7,1
3,0.0031274386658297205,NA,night_light,7,1
0,0,0,night_light,8,1
1,0.0059735973494212235,NA,night_light,8,1
2,0.006927394708535035,NA,night_light,8,1
3,0.010152663613444803,NA,night_light,8,1
0,0,0,night_light,9,1
1,-0.003593899091837839,NA,night_light,9,1
2,-0.002051471211088082,NA,night_light,9,1
3,-0.009266824205251158,NA,night_light,9,1
0,0,0,night_light,10,1
1,0.011847825168051856,NA,night_light,10,1
2,0.014632714422520674,NA,night_light,10,1
3,4.990596981675807e-4,NA,night_light,10,1
0,0,0,night_light,11,1
1,0.013499723791663481,NA,night_light,11,1
2,0.01653196684083929,NA,night_light,11,1
3,0.01959040890092342,NA,night_light,11,1
0,0,0,night_light,12,1
1,-0.01402396686913047,NA,night_light,12,1
2,-0.021865241533861587,NA,night_light,12,1
3,-0.013334182920432857,NA,night_light,12,1
0,0,0,night_light,13,1
1,-5.6120963538778656e-5,NA,night_light,13,1
2,-0.014521731022971543,NA,night_light,13,1
3,-0.012870527741069324,NA,night_light,13,1
0,0,0,night_light,14,1
1,-0.018477800741849567,NA,night_light,14,1
2,-0.01671866082764857,NA,night_light,14,1
3,-0.016625667396562568,NA,night_light,14,1
0,0,0,night_light,15,1
1,-0.010684460367562392,NA,night_light,15,1
2,-0.012736092499303017,NA,night_light,15,1
3,-0.008482661009846062,NA,night_light,15,1
0,0,0,night_light,16,1
1,0.011278905685561969,NA,night_light,16,1
2,0.0077998174187503145,NA,night_light,16,1
3,0.008594722574499395,NA,night_light,16,1
0,0,0,night_light,17,1
1,-0.0022723057962930264,NA,night_light,17,1
2,-0.006483177446053199,NA,night_light,17,1
3,0.0033982593666794865,NA,night_light,17,1
0,0,0,night_light,18,1
1,0.0060325529881428645,NA,night_light,18,1
2,0.011011018203875005,NA,night_light,18,1
3,0.009698670230222459,NA,night_light,18,1
0,0,0,night_light,19,1
1,5.005599286322018e-4,NA,night_light,19,1
2,8.650569039028363e-4,NA,night_light,19,1
3,0.002909988492401391,NA,night_light,19,1
0,0,0,night_light,20,1
1,0.0038717336716210275,NA,night_light,20,1
2,-0.0031129714094228493,NA,night_light,20,1
3,-0.023321890136669993,NA,night_light,20,1
0,0,0,night_light,21,1
1,-0.007160762058551269,NA,night_light,21,1
2,-0.011713456806196438,NA,night_light,21,1
3,-0.0022737792717983335,NA,night_light,21,1
0,0,0,night_light,22,1
1,0.005105753724245202,NA,night_light,22,1
2,0.010429465486606317,NA,night_light,22,1
3,0.011172484908866518,NA,night_light,22,1
0,0,0,night_light,23,1
1,-0.004145311514396131,NA,night_light,23,1
2,-0.009746846439944152,NA,night_light,23,1
3,-0.004469919039999211,NA,night_light,23,1
0,0,0,night_light,24,1
1,0.0063165170407866065,NA,night_light,24,1
2,0.007230314346418135,NA,night_light,24,1
3,-0.013558408298076955,NA,night_light,24,1
0,0,0,night_light,25,1
1,0.0038000092237541667,NA,night_light,25,1
2,-0.001378076959040918,NA,night_light,25,1
3,0.007154447612170461,NA,night_light,25,1
0,0,0,night_light,26,1
1,0.009930081740714358,NA,night_light,26,1
2,0.01612064136120031,NA,night_light,26,1
3,0.01229007069481258,NA,night_light,26,1
0,0,0,night_light,27,1
1,-0.009634001105115569,NA,night_light,27,1
2,-0.015950909820970346,NA,night_light,27,1
3,-0.007884125862124574,NA,night_light,27,1
0,0,0,night_light,28,1
1,-0.006113501758712178,NA,night_light,28,1
2,0.005178989582722529,NA,night_light,28,1
3,0.012638401800292605,NA,night_light,28,1
0,0,0,night_light,29,1
1,0.0072372905407739755,NA,night_light,29,1
2,0.00337209759434724,NA,night_light,29,1
3,-0.0019462291273239962,NA,night_light,29,1
0,0,0,night_light,30,1
1,0.01692130289881389,NA,night_light,30,1
2,0.019119736189878576,NA,night_light,30,1
3,0.018805472298350674,NA,night_light,30,1
0,0,0,night_light,31,1
1,0.015233187685027082,NA,night_light,31,1
2,0.010656932538930427,NA,night_light,31,1
3,0.029799653414910827,NA,night_light,31,1
0,0,0,night_light,32,1
1,-0.007861518000680662,NA,night_light,32,1
2,-0.011562004586815151,NA,night_light,32,1
3,-0.013168643289519425,NA,night_light,32,1
0,0,0,night_light,33,1
1,-0.005967913079055274,NA,night_light,33,1
2,-0.00556957905726486,NA,night_light,33,1
3,0.0024650349567093724,NA,night_light,33,1
0,0,0,night_light,34,1
1,0.008617885595587642,NA,night_light,34,1
2,0.018747450379294678,NA,night_light,34,1
3,0.013033275889417526,NA,night_light,34,1
0,0,0,night_light,35,1
1,0.002249970257638289,NA,night_light,35,1
2,-2.8687188415393123e-4,NA,night_light,35,1
3,0.00629895220084023,NA,night_light,35,1
0,0,0,night_light,36,1
1,0.01205030378033256,NA,night_light,36,1
2,7.635827111687099e-4,NA,night_light,36,1
3,-0.005246593149356542,NA,night_light,36,1
0,0,0,night_light,37,1
1,-0.002734117175740727,NA,night_light,37,1
2,-0.0015172208734330155,NA,night_light,37,1
3,-0.004742429967301037,NA,night_light,37,1
0,0,0,night_light,38,1
1,0.018106962609929545,NA,night_light,38,1
2,0.01261382715650756,NA,night_light,38,1
3,0.005941314260947766,NA,night_light,38,1
0,0,0,night_light,39,1
1,0.003175460597002873,NA,night_light,39,1
2,-0.0023574828673964435,NA,night_light,39,1
3,-0.0032013392931624913,NA,night_light,39,1
0,0,0,night_light,40,1
1,0.013714431363207366,NA,night_light,40,1
2,0.014123587312546124,NA,night_light,40,1
3,0.002564623950451312,NA,night_light,40,1
0,0,0,night_light,41,1
1,0.008877996236927015,NA,night_light,41,1
2,0.002575821266537442,NA,night_light,41,1
3,-0.010920255915119059,NA,night_light,41,1
0,0,0,night_light,42,1
1,-0.005439237934539302,NA,night_light,42,1
2,-0.0072314289868122775,NA,night_light,42,1
3,-0.016544059392624454,NA,night_light,42,1
0,0,0,night_light,43,1
1,-7.910726222071537e-4,NA,night_light,43,1
2,0.006978214068571093,NA,night_light,43,1
3,-0.01337186919653411,NA,night_light,43,1
0,0,0,night_light,44,1
1,-0.015072584793271556,NA,night_light,44,1
2,-0.012453687120614858,NA,night_light,44,1
3,-0.011147992065929684,NA,night_light,44,1
0,0,0,night_light,45,1
1,0.01018096289160282,NA,night_light,45,1
2,0.006953310506868315,NA,night_light,45,1
3,0.0019495234058418366,NA,night_light,45,1
0,0,0,night_light,46,1
1,-0.005947792854948116,NA,night_light,46,1
2,-0.008803712191735782,NA,night_light,46,1
3,-0.005053669802866189,NA,night_light,46,1
0,0,0,night_light,47,1
1,-0.005839346972663471,NA,night_light,47,1
2,1.0330000617520052e-4,NA,night_light,47,1
3,-0.0027181536648533005,NA,night_light,47,1
0,0,0,night_light,48,1
1,0.0013893978849764635,NA,night_light,48,1
2,0.013153291466738902,NA,night_light,48,1
3,0.01623003977752319,NA,night_light,48,1
0,0,0,night_light,49,1
1,-0.006015329651244235,NA,night_light,49,1
2,-0.005287461550242528,NA,night_light,49,1
3,0.005459415494210877,NA,night_light,49,1
0,0,0,night_light,50,1
1,-0.008545888434816679,NA,night_light,50,1
2,-0.00893236823836754,NA,night_light,50,1
3,-0.02148932347972368,NA,night_light,50,1
0,0,0,night_light,51,1
1,-0.012057900615041396,NA,night_light,51,1
2,-0.0022664859064035784,NA,night_light,51,1
3,-0.014499801759442899,NA,night_light,51,1
0,0,0,night_light,52,1
1,0.004346006628160095,NA,night_light,52,1
2,0.009878165609917533,NA,night_light,52,1
3,0.016747366663412328,NA,night_light,52,1
0,0,0,night_light,53,1
1,0.0013176462470122115,NA,night_light,53,1
2,0.009718810078866436,NA,night_light,53,1
3,0.00359620212574065,NA,night_light,53,1
0,0,0,night_light,54,1
1,0.01535813354361612,NA,night_light,54,1
2,0.02412833400250643,NA,night_light,54,1
3,0.02388448818689267,NA,night_light,54,1
0,0,0,night_light,55,1
1,-0.012809285497604461,NA,night_light,55,1
2,-9.49236264783771e-4,NA,night_light,55,1
3,-0.011458232841637828,NA,night_light,55,1
0,0,0,night_light,56,1
1,0.007924785353289629,NA,night_light,56,1
2,0.01046756372318196,NA,night_light,56,1
3,-0.005197471653323627,NA,night_light,56,1
0,0,0,night_light,57,1
1,0.014043640180048243,NA,night_light,57,1
2,0.013555832229758206,NA,night_light,57,1
3,0.006725753050728049,NA,night_light,57,1
0,0,0,night_light,58,1
1,-0.01031843232313284,NA,night_light,58,1
2,-0.02234262745793347,NA,night_light,58,1
3,-0.027487237179737875,NA,night_light,58,1
0,0,0,night_light,59,1
1,0.0059764782098776035,NA,night_light,59,1
2,-0.0012001806013743992,NA,night_light,59,1
3,-0.0024150900831700554,NA,night_light,59,1
0,0,0,night_light,60,1
1,-0.00884281605249583,NA,night_light,60,1
2,-0.002546701394950855,NA,night_light,60,1
3,-0.014954604313314319,NA,night_light,60,1
0,0,0,night_light,61,1
1,0.02110976324020331,NA,night_light,61,1
2,0.025634319885853653,NA,night_light,61,1
3,0.02542825029401848,NA,night_light,61,1
0,0,0,night_light,62,1
1,0.013614747563247006,NA,night_light,62,1
2,0.016858616294617806,NA,night_light,62,1
3,0.022845149281597622,NA,night_light,62,1
0,0,0,night_light,63,1
1,-0.008250306223492775,NA,night_light,63,1
2,-0.018300709214646587,NA,night_light,63,1
3,-4.7314669317593053e-4,NA,night_light,63,1
0,0,0,night_light,64,1
1,-0.003869676741174248,NA,night_light,64,1
2,0.004625906912306237,NA,night_light,64,1
3,0.0023622697222685347,NA,night_light,64,1
0,0,0,night_light,65,1
1,0.015260490216197317,NA,night_light,65,1
2,0.016141290863035923,NA,night_light,65,1
3,0.012906484454994554,NA,night_light,65,1
0,0,0,night_light,66,1
1,-0.0012668326380096831,NA,night_light,66,1
2,-0.001991165160083045,NA,night_light,66,1
3,-0.01166781655660044,NA,night_light,66,1
0,0,0,night_light,67,1
1,-0.00233659476380099,NA,night_light,67,1
2,-0.0019587293319053706,NA,night_light,67,1
3,-0.013091131423029862,NA,night_light,67,1
0,0,0,night_light,68,1
1,-0.009735266992429194,NA,night_light,68,1
2,0.002075427915401678,NA,night_light,68,1
3,0.006867576310058761,NA,night_light,68,1
0,0,0,night_light,69,1
1,-0.023308704653330722,NA,night_light,69,1
2,-0.013031590014344617,NA,night_light,69,1
3,-0.020374860517420497,NA,night_light,69,1
0,0,0,night_light,70,1
1,-0.0038850774431039617,NA,night_light,70,1
2,-0.01209247190432024,NA,night_light,70,1
3,-0.016938273508238667,NA,night_light,70,1
0,0,0,night_light,71,1
1,0.0030520712913275623,NA,night_light,71,1
2,0.005840561707426245,NA,night_light,71,1
3,0.007394656294157155,NA,night_light,71,1
0,0,0,night_light,72,1
1,-0.008197217595007555,NA,night_light,72,1
2,-0.004358721479112292,NA,night_light,72,1
3,-0.0027140084285699516,NA,night_light,72,1
0,0,0,night_light,73,1
1,0.007985926347741264,NA,night_light,73,1
2,-0.0015743329939374216,NA,night_light,73,1
3,0.0043390755476439375,NA,night_light,73,1
0,0,0,night_light,74,1
1,1.987685091820106e-5,NA,night_light,74,1
2,-0.002134323640584712,NA,night_light,74,1
3,2.113210250846424e-4,NA,night_light,74,1
0,0,0,night_light,75,1
1,-0.013053757303423164,NA,night_light,75,1
2,-0.018228920469543042,NA,night_light,75,1
3,-0.023586740306502624,NA,night_light,75,1
0,0,0,night_light,76,1
1,0.007559555535695794,NA,night_light,76,1
2,0.004317464605321397,NA,night_light,76,1
3,4.98042914077931e-4,NA,night_light,76,1
0,0,0,night_light,77,1
1,1.74938596426858e-4,NA,night_light,77,1
2,0.0015281619064177539,NA,night_light,77,1
3,-4.886132884565578e-4,NA,night_light,77,1
0,0,0,night_light,78,1
1,-0.006338910642313494,NA,night_light,78,1
2,-0.0140104756722054,NA,night_light,78,1
3,-0.01021165531795853,NA,night_light,78,1
0,0,0,night_light,79,1
1,0.003717342850641342,NA,night_light,79,1
2,0.004891508455346216,NA,night_light,79,1
3,0.011507376593697346,NA,night_light,79,1
0,0,0,night_light,80,1
1,-0.006360394281332889,NA,night_light,80,1
2,-0.0228396211504789,NA,night_light,80,1
3,-0.01687588059889371,NA,night_light,80,1
0,0,0,night_light,81,1
1,0.016189253618449327,NA,night_light,81,1
2,0.015439003071987449,NA,night_light,81,1
3,0.013268381062342604,NA,night_light,81,1
0,0,0,night_light,82,1
1,0.003852188909760015,NA,night_light,82,1
2,0.013948628979862031,NA,night_light,82,1
3,0.010775973826269169,NA,night_light,82,1
0,0,0,night_light,83,1
1,0.004831946694999479,NA,night_light,83,1
2,-8.5434108726773e-5,NA,night_light,83,1
3,0.002242238318950118,NA,night_light,83,1
0,0,0,night_light,84,1
1,-0.0011600216391892324,NA,night_light,84,1
2,-0.003122856014325426,NA,night_light,84,1
3,-0.012904603273097368,NA,night_light,84,1
0,0,0,night_light,85,1
1,0.010562241063528134,NA,night_light,85,1
2,0.008669085884699657,NA,night_light,85,1
3,0.015559398149817908,NA,night_light,85,1
0,0,0,night_light,86,1
1,-0.0036188420735131285,NA,night_light,86,1
2,-0.006847627391066523,NA,night_light,86,1
3,-0.0013441672082688458,NA,night_light,86,1
0,0,0,night_light,87,1
1,-0.0021921131389617534,NA,night_light,87,1
2,0.0028934067471727476,NA,night_light,87,1
3,-0.00718164250333211,NA,night_light,87,1
0,0,0,night_light,88,1
1,-0.015621374452348007,NA,night_light,88,1
2,-0.018234417414904835,NA,night_light,88,1
3,-0.017256337762908698,NA,night_light,88,1
0,0,0,night_light,89,1
1,-0.004705636332271226,NA,night_light,89,1
2,-0.0028700978296455665,NA,night_light,89,1
3,-0.003686553056169991,NA,night_light,89,1
0,0,0,night_light,90,1
1,-0.0018736045749031718,NA,night_light,90,1
2,-7.03774353033726e-4,NA,night_light,90,1
3,-0.013264555939076357,NA,night_light,90,1
0,0,0,night_light,91,1
1,0.01713546700307068,NA,night_light,91,1
2,0.021657017660604842,NA,night_light,91,1
3,0.022793305123758326,NA,night_light,91,1
0,0,0,night_light,92,1
1,-0.007994055179128559,NA,night_light,92,1
2,-0.013052031476566561,NA,night_light,92,1
3,-0.018297295195030042,NA,night_light,92,1
0,0,0,night_light,93,1
1,-0.014115728176647113,NA,night_light,93,1
2,-0.018449187086703532,NA,night_light,93,1
3,-0.0373497129965859,NA,night_light,93,1
0,0,0,night_light,94,1
1,0.01853712140806255,NA,night_light,94,1
2,0.03589838326352804,NA,night_light,94,1
3,0.018741273666756177,NA,night_light,94,1
0,0,0,night_light,95,1
1,-0.0016865867408505575,NA,night_light,95,1
2,-1.0548322547729189e-4,NA,night_light,95,1
3,-0.0040729631711623705,NA,night_light,95,1
0,0,0,night_light,96,1
1,0.00433226866364354,NA,night_light,96,1
2,-0.0013477562089949985,NA,night_light,96,1
3,-0.011645158686528802,NA,night_light,96,1
0,0,0,night_light,97,1
1,-0.017204731189069896,NA,night_light,97,1
2,-0.019824821526194122,NA,night_light,97,1
3,-0.014284852819569772,NA,night_light,97,1
0,0,0,night_light,98,1
1,-0.016169211516729957,NA,night_light,98,1
2,-0.012772744146145317,NA,night_light,98,1
3,-0.020590570513255406,NA,night_light,98,1
0,0,0,night_light,99,1
1,-0.01850115323214573,NA,night_light,99,1
2,-0.023171461400559975,NA,night_light,99,1
3,-0.03012505309365912,NA,night_light,99,1
